oid,id,Material,Fecha_instalacion,Diametro_pulgadas,Longitud_millas,Tiempo_vida,others
363,segmento 363,Cloruro de polivinilo,807227323,4.0,4.231829279,32.76475844,
364,segmento 364,Hierro fundido,151898870,2.5,5.760349317,59.76024536,
365,segmento 365,Cloruro de polivinilo,1480856759,8.0,5.375974945,50.05540467,
366,segmento 366,Hierro fundido,1193061674,125.0,0.245109378,62.08148574,
367,segmento 367,Hierro fundido,561425285,1.25,7.936230548,65.73741025,
368,segmento 368,Cobre,937918510,375.0,9.036894619,63.05688324,
369,segmento 369,Hierro fundido,1589123136,10.0,7.978430985,95.92466829,
370,segmento 370,Cloruro de polivinilo,561456815,3.0,7.593958954,30.39226106,
371,segmento 371,Cloruro de polivinilo,1415924333,12.0,6.958881997,52.96049235,
372,segmento 372,Hierro Galvanizado/Polietileno de alta densidad,1582458607,125.0,7.032113047,58.95340444,
373,segmento 373,Cobre,848099075,1.5,3.359610923,61.92088742,
374,segmento 374,Cloruro de polivinilo,1100874094,1.5,2.919660551,31.83814748,
375,segmento 375,Cloruro de polivinilo,101800570,2.0,8.999803412,20.86134415,
376,segmento 376,Hierro ductil,1582481063,6.0,5.755954286,79.62905378,
377,segmento 377,Polietileno,879418852,0.75,3.112365106,29.92554206,
378,segmento 378,Cloruro de polivinilo,119048032,1.0,6.503111327,14.90653436,
379,segmento 379,Alta densidad plomo,1606953129,4.0,6.041291699,66.43863056,
380,segmento 380,Hierro fundido,1050586189,0.25,6.176301827,66.7031211,
381,segmento 381,Alta densidad plomo,1051692371,8.0,3.266621092,57.1772444,
382,segmento 382,Cobre,1319384022,8.0,9.761602904,85.80230608,
383,segmento 383,Cloruro de polivinilo,733036271,1.5,6.320916453,28.51091568,
384,segmento 384,Hierro fundido,1367278257,0.5,1.499548775,70.30163701,
385,segmento 385,Hierro fundido,1182978511,4.0,1.209245975,76.61997817,
386,segmento 386,Hierro ductil,1274513692,1.0,3.580227785,61.76924834,
387,segmento 387,Cobre,669141664,10.0,8.54978505,73.87328477,
388,segmento 388,Hierro fundido,684533618,6.0,0.186665643,68.92296229,
389,segmento 389,Cobre,98620424,1.5,7.211615302,52.03233958,
390,segmento 390,Hierro fundido,217784256,375.0,9.25706979,55.7536151,
391,segmento 391,Cobre,800437256,375.0,3.621435209,55.05907499,
392,segmento 392,Plomo,1256234084,1.5,3.939318614,47.1530314,
393,segmento 393,Cobre,1034802152,12.0,2.525837512,75.76130194,
394,segmento 394,Hierro ductil,513881884,10.0,5.317463475,62.03951533,
395,segmento 395,Alta densidad plomo,405828262,1.25,4.557531509,36.60672729,
396,segmento 396,Hierro Galvanizado/Polietileno de alta densidad,532073017,2.0,7.176961047,49.78796115,
397,segmento 397,Hierro fundido,1556038010,375.0,7.971952082,79.05984083,
398,segmento 398,Cobre,1284309341,0.75,0.982348801,63.78951076,
399,segmento 399,Cobre,468896786,0.25,0.178878512,44.23624236,
400,segmento 400,Hierro fundido,1196697533,8.0,6.882588499,86.35285682,
401,segmento 401,Cloruro de polivinilo,1496567316,1.5,7.859942831,44.10330795,
402,segmento 402,Plomo,53313773,10.0,7.667856244,38.80306547,
403,segmento 403,Hierro Galvanizado/Polietileno de alta densidad,733754966,1.5,8.237762706,53.31748036,
404,segmento 404,Cobre,567262652,1.25,5.164053393,57.33026789,
405,segmento 405,Plomo,1305429085,12.0,9.254125715,64.67599297,
406,segmento 406,Hierro ductil,1155822635,0.25,6.633777743,57.67146024,
407,segmento 407,Hierro fundido,800589810,0.5,4.443616757,62.85665189,
408,segmento 408,Cobre,276308285,10.0,3.576421192,61.62728792,
409,segmento 409,Polietileno,765991746,4.0,8.408302698,41.93957179,
410,segmento 410,Cobre,1264266164,3.0,1.357152873,71.299599,
411,segmento 411,Polietileno,1476405719,125.0,3.946020935,36.74345826,
412,segmento 412,Plomo,1363663237,1.25,8.496153737,52.48102262,
413,segmento 413,Hierro Galvanizado/Polietileno de alta densidad,1061157372,4.0,3.246073299,59.29479254,
414,segmento 414,Hierro fundido,717230088,8.0,6.256089626,76.90483111,
415,segmento 415,Alta densidad plomo,1534319682,4.0,5.572053054,64.62925749,
416,segmento 416,Hierro ductil,111635685,12.0,7.375415043,57.97279887,
417,segmento 417,Hierro Galvanizado/Polietileno de alta densidad,1548511512,2.5,3.113749564,65.62133078,
418,segmento 418,Polietileno,244503446,10.0,4.172093743,33.07280425,
419,segmento 419,Hierro ductil,345764457,2.0,2.401436361,47.25312802,
420,segmento 420,Hierro ductil,515309990,10.0,3.08910851,59.81490801,
421,segmento 421,Hierro Galvanizado/Polietileno de alta densidad,815455588,6.0,3.289438367,57.3212712,
422,segmento 422,Polietileno,245036757,3.0,4.704715439,27.3706111,
423,segmento 423,Polietileno,1328019428,375.0,9.394016469,42.01834342,
424,segmento 424,Polietileno,792112870,1.5,1.914516119,30.8604386,
425,segmento 425,Hierro Galvanizado/Polietileno de alta densidad,383386391,6.0,1.835956681,47.90934484,
426,segmento 426,Plomo,894687514,8.0,3.906955218,49.22316445,
427,segmento 427,Cobre,1210415227,0.75,5.497289954,66.99148487,
428,segmento 428,Hierro fundido,1580636447,8.0,7.368529549,93.9025751,
429,segmento 429,Alta densidad plomo,691931700,2.0,6.224201449,46.0503571,
430,segmento 430,Cobre,963217971,5.0,6.081506974,73.03678378,
431,segmento 431,Polietileno,1203197219,6.0,5.401502208,49.44059508,
432,segmento 432,Alta densidad plomo,851689960,1.5,4.115212062,45.60728358,
433,segmento 433,Hierro ductil,666704457,2.5,1.026071497,53.01447938,
434,segmento 434,Cobre,1250864815,6.0,9.477697643,83.00578036,
435,segmento 435,Cloruro de polivinilo,876621305,1.5,9.311441505,34.17151567,
436,segmento 436,Hierro Galvanizado/Polietileno de alta densidad,615458151,0.25,4.51186024,39.8790088,
437,segmento 437,Hierro Galvanizado/Polietileno de alta densidad,1467374393,375.0,5.970145384,58.26484107,
438,segmento 438,Cobre,79851203,1.25,8.253910356,51.49008332,
439,segmento 439,Hierro ductil,1313914715,2.0,1.012825911,63.65031651,
440,segmento 440,Alta densidad plomo,976880181,0.75,4.094692437,44.1382284,
441,segmento 441,Cobre,366086648,3.0,9.740521108,63.25426217,
442,segmento 442,Hierro Galvanizado/Polietileno de alta densidad,290265866,1.0,2.847332011,37.21887842,
443,segmento 443,Hierro fundido,1192484860,375.0,2.107934474,66.45252231,
444,segmento 444,Hierro fundido,436271042,125.0,7.555657098,55.55198238,
445,segmento 445,Polietileno,72994482,3.0,3.224872911,22.71275542,
446,segmento 446,Polietileno,1381456967,8.0,3.632367783,52.18096655,
447,segmento 447,Hierro ductil,200647064,12.0,3.051704758,55.24192415,
448,segmento 448,Hierro Galvanizado/Polietileno de alta densidad,946964156,5.0,4.047216884,59.25454106,
449,segmento 449,Alta densidad plomo,741141944,10.0,7.190013407,56.68067454,
450,segmento 450,Plomo,1185429535,0.75,1.766386864,39.9063812,
451,segmento 451,Hierro Galvanizado/Polietileno de alta densidad,1528650432,1.0,5.35693458,62.52202042,
452,segmento 452,Hierro ductil,1357942586,2.5,3.633266731,68.35669624,
453,segmento 453,Alta densidad plomo,713942054,0.5,6.56762375,40.55191739,
454,segmento 454,Hierro fundido,1150664622,0.75,8.627194527,74.76875185,
455,segmento 455,Alta densidad plomo,1040007775,0.75,9.630955335,50.89103891,
456,segmento 456,Plomo,267487154,10.0,5.239867245,40.28821363,
457,segmento 457,Hierro ductil,407281741,8.0,0.248087958,53.70904822,
458,segmento 458,Hierro Galvanizado/Polietileno de alta densidad,1536162314,6.0,4.367918448,71.66112315,
459,segmento 459,Cobre,331640069,0.75,4.658241709,49.98733264,
460,segmento 460,Cloruro de polivinilo,894365056,10.0,2.670558693,37.78977913,
461,segmento 461,Hierro fundido,915526991,1.5,9.179998636,74.75404153,
462,segmento 462,Polietileno,522411887,2.0,9.197812395,34.5087443,
463,segmento 463,Polietileno,1236532099,1.25,3.841767525,39.72798044,
464,segmento 464,Polietileno,1136878582,12.0,4.990939411,51.55659081,
465,segmento 465,Hierro ductil,637788220,0.25,5.289676716,46.78951488,
466,segmento 466,Hierro ductil,335300747,6.0,4.567594127,55.49878673,
467,segmento 467,Polietileno,1287145623,3.0,8.014047757,49.87295456,
468,segmento 468,Hierro fundido,1519506687,375.0,4.366948356,74.7467801,
469,segmento 469,Plomo,386270510,0.75,7.727101643,31.23445056,
470,segmento 470,Cloruro de polivinilo,1217155193,10.0,3.571068269,44.63400906,
471,segmento 471,Hierro ductil,814981863,0.75,4.536745451,53.03675344,
472,segmento 472,Hierro ductil,459714939,0.75,5.607743187,47.58684645,
473,segmento 473,Alta densidad plomo,1238663059,5.0,4.960164745,59.82542457,
474,segmento 474,Hierro ductil,855172812,0.5,4.08828461,52.07268918,
475,segmento 475,Cloruro de polivinilo,995321647,375.0,9.672325947,30.46839815,
476,segmento 476,Alta densidad plomo,1422159258,1.25,9.377056831,60.1605819,
477,segmento 477,Hierro ductil,1261455754,4.0,7.427457603,72.91526372,
478,segmento 478,Plomo,1437295454,2.0,5.030037985,52.83365301,
479,segmento 479,Hierro Galvanizado/Polietileno de alta densidad,162746492,125.0,7.705896785,33.53202548,
480,segmento 480,Alta densidad plomo,818690462,1.5,9.75961533,50.7019922,
481,segmento 481,Hierro fundido,1041279515,2.5,2.728666941,73.04955474,
482,segmento 482,Hierro ductil,810473716,1.0,3.593841538,53.25144117,
483,segmento 483,Hierro ductil,1470267132,0.25,1.086242069,57.84907526,
484,segmento 484,Hierro fundido,1041249372,6.0,7.062807555,82.42692037,
485,segmento 485,Plomo,1398638756,0.75,5.550638413,47.64879335,
486,segmento 486,Hierro fundido,833841336,8.0,7.342817909,80.14648035,
487,segmento 487,Hierro ductil,1073909205,12.0,1.203494547,69.43031489,
488,segmento 488,Polietileno,1393617896,375.0,2.356899346,36.11619809,
489,segmento 489,Alta densidad plomo,428007568,2.0,5.892729107,40.86318704,
490,segmento 490,Polietileno,595298057,4.0,0.604545687,30.91871799,
491,segmento 491,Hierro Galvanizado/Polietileno de alta densidad,590895741,10.0,6.39419792,58.82877037,
492,segmento 492,Plomo,950870092,2.5,4.824846564,44.93326633,
493,segmento 493,Plomo,1403350562,0.5,1.738343483,42.63461881,
494,segmento 494,Hierro Galvanizado/Polietileno de alta densidad,919044823,5.0,6.430087996,61.1481736,
495,segmento 495,Plomo,316152697,3.0,5.424477297,35.11942366,
496,segmento 496,Cobre,1574374411,2.5,7.602029986,82.05901841,
497,segmento 497,Hierro fundido,753268284,2.0,4.634020685,68.42895411,
498,segmento 498,Polietileno,61364777,2.5,9.911935352,28.00354722,
499,segmento 499,Polietileno,196532028,3.0,6.889348226,28.68553226,
500,segmento 500,Cloruro de polivinilo,1616200898,0.25,0.186147881,31.05151062,
501,segmento 501,Hierro Galvanizado/Polietileno de alta densidad,38591186,1.25,1.452226174,32.4325421,
502,segmento 502,Cobre,655994210,125.0,4.894366587,51.18922176,
503,segmento 503,Hierro fundido,1094878582,125.0,1.014645506,61.05366,
504,segmento 504,Cobre,1216545758,8.0,4.978778169,79.08044783,
505,segmento 505,Cloruro de polivinilo,807613430,1.0,5.308565678,26.3594697,
506,segmento 506,Plomo,1394533425,10.0,8.568687758,64.37184991,
507,segmento 507,Cobre,835076775,12.0,2.65452894,72.21926325,
508,segmento 508,Plomo,615619887,0.75,0.150808531,27.79830823,
509,segmento 509,Hierro Galvanizado/Polietileno de alta densidad,381898556,1.25,9.402087628,46.77454693,
510,segmento 510,Hierro Galvanizado/Polietileno de alta densidad,1058270186,1.0,4.917395103,53.42991434,
511,segmento 511,Hierro fundido,1132835911,125.0,2.624589271,63.37772632,
512,segmento 512,Hierro ductil,451778239,0.25,2.367821632,40.41827905,
513,segmento 513,Plomo,975239935,2.0,2.296511003,41.57744123,
514,segmento 514,Cloruro de polivinilo,1369716755,1.25,4.687400864,37.31652238,
515,segmento 515,Hierro fundido,239047771,8.0,7.748218369,69.62046089,
516,segmento 516,Hierro ductil,1591530360,375.0,6.696548539,66.99552388,
517,segmento 517,Hierro fundido,1398655417,2.0,3.167063776,78.8128771,
518,segmento 518,Plomo,78203779,10.0,1.865992783,33.40020993,
519,segmento 519,Plomo,311283433,12.0,7.97440379,45.10558365,
520,segmento 520,Polietileno,550620979,8.0,6.170303353,39.46928968,
521,segmento 521,Plomo,1353507154,6.0,5.534054877,58.05227996,
522,segmento 522,Hierro Galvanizado/Polietileno de alta densidad,627765596,4.0,8.181072463,56.31156102,
523,segmento 523,Cobre,970898555,10.0,0.362488766,71.15120828,
524,segmento 524,Hierro fundido,388996419,5.0,1.090228915,63.15208421,
525,segmento 525,Cloruro de polivinilo,713411501,10.0,1.832514889,33.61636757,
526,segmento 526,Hierro ductil,972000468,6.0,7.387746102,70.05340121,
527,segmento 527,Alta densidad plomo,1229494941,8.0,8.609414034,65.84297549,
528,segmento 528,Hierro ductil,419774739,2.0,9.292324851,55.57432974,
529,segmento 529,Cloruro de polivinilo,511030026,8.0,1.480473696,28.28990696,
530,segmento 530,Cloruro de polivinilo,1275618670,5.0,4.997308398,43.39952979,
531,segmento 531,Hierro fundido,476962634,4.0,0.625521749,63.04997666,
532,segmento 532,Alta densidad plomo,1257855386,375.0,7.105796603,49.845588,
533,segmento 533,Polietileno,241433890,5.0,0.901281985,25.96251899,
534,segmento 534,Polietileno,1325313340,1.5,2.303921528,41.05687886,
535,segmento 535,Alta densidad plomo,368184159,4.0,6.102494759,43.72519451,
536,segmento 536,Cloruro de polivinilo,629649547,0.5,2.011763299,17.25742992,
537,segmento 537,Alta densidad plomo,870123381,12.0,2.170580056,55.23191457,
538,segmento 538,Plomo,522488822,3.0,0.952688448,34.39603647,
539,segmento 539,Hierro fundido,1107216431,0.5,8.872694936,72.96791991,
540,segmento 540,Alta densidad plomo,1474045254,2.5,9.875410384,65.36791388,
541,segmento 541,Cloruro de polivinilo,69332371,6.0,8.678473004,26.1898273,
542,segmento 542,Cobre,1528639205,2.0,4.344314407,76.67753676,
543,segmento 543,Hierro ductil,898718953,5.0,6.052590504,66.10744956,
544,segmento 544,Plomo,1218613899,0.75,2.209389884,40.96396666,
545,segmento 545,Hierro ductil,1348409911,12.0,4.349887075,77.65529318,
546,segmento 546,Hierro ductil,596630327,6.0,9.60822306,65.39497877,
547,segmento 547,Alta densidad plomo,386604112,0.5,4.717809601,32.66518074,
548,segmento 548,Plomo,1372321332,3.0,3.687365791,52.78284354,
549,segmento 549,Hierro fundido,1364360630,6.0,4.593355775,85.87305286,
550,segmento 550,Alta densidad plomo,1158294932,5.0,3.551505591,56.92493675,
551,segmento 551,Hierro ductil,40893652,2.5,3.735948773,44.24595007,
552,segmento 552,Polietileno,920068550,10.0,2.374507135,43.67759176,
553,segmento 553,Hierro ductil,1006450522,5.0,7.624193169,69.6756145,
554,segmento 554,Cobre,1503783566,125.0,9.289140723,71.21533007,
555,segmento 555,Polietileno,950780262,6.0,9.905842211,49.34964789,
556,segmento 556,Alta densidad plomo,178576849,4.0,7.973964154,42.12956227,
557,segmento 557,Plomo,226711627,12.0,5.895100782,41.45039148,
558,segmento 558,Hierro Galvanizado/Polietileno de alta densidad,306791038,2.5,5.422514764,45.12389493,
559,segmento 559,Polietileno,1065596753,5.0,3.441701394,43.68115932,
560,segmento 560,Plomo,248769939,4.0,7.362977924,37.08864646,
561,segmento 561,Hierro ductil,37900127,1.0,8.717047874,44.22232616,
562,segmento 562,Hierro fundido,1406265676,8.0,4.515253288,87.81460231,
563,segmento 563,Hierro ductil,379437334,0.75,2.930472261,43.40659687,
564,segmento 564,Hierro Galvanizado/Polietileno de alta densidad,975832621,5.0,6.263411134,62.02387925,
565,segmento 565,Cobre,824410555,0.25,8.925020532,59.60699047,
566,segmento 566,Alta densidad plomo,1591018916,1.25,8.024400771,61.89881423,
567,segmento 567,Cobre,867094313,0.75,9.85775655,65.08390584,
568,segmento 568,Polietileno,1312135650,10.0,8.334697713,56.90629494,
569,segmento 569,Cloruro de polivinilo,1316449854,10.0,3.341817701,46.22801443,
570,segmento 570,Cobre,436108261,0.5,4.004796637,49.99797613,
571,segmento 571,Cobre,680906036,12.0,8.086813659,74.87192954,
572,segmento 572,Polietileno,1212787977,4.0,3.524497637,45.22096074,
573,segmento 573,Hierro fundido,102855510,375.0,7.410366948,51.77524825,
574,segmento 574,Alta densidad plomo,683053067,0.5,2.9163761,36.2958822,
575,segmento 575,Plomo,541454736,10.0,0.198454589,40.23287993,
576,segmento 576,Cobre,689860143,1.5,8.897466764,64.60539584,
577,segmento 577,Cobre,630407866,2.0,9.088699328,64.95550643,
578,segmento 578,Cobre,456462098,8.0,7.97893814,68.13647383,
579,segmento 579,Cobre,833284475,125.0,4.789238041,54.34258293,
580,segmento 580,Cobre,1073726146,0.5,4.686397309,62.40931859,
581,segmento 581,Hierro fundido,55020653,1.5,3.439064782,53.13436917,
582,segmento 582,Hierro fundido,607989433,5.0,3.151385178,69.26033338,
583,segmento 583,Cobre,763455099,375.0,6.213981224,56.99787677,
584,segmento 584,Alta densidad plomo,1458552254,125.0,5.194160793,49.10453401,
585,segmento 585,Plomo,1021584999,0.75,3.134068404,38.27553113,
586,segmento 586,Hierro fundido,509756384,3.0,3.304843173,65.109288,
587,segmento 587,Plomo,273453852,12.0,5.230770735,41.63872533,
588,segmento 588,Polietileno,24536382,3.0,3.331832836,21.92987441,
589,segmento 589,Plomo,125317399,4.0,3.656786333,31.07529484,
590,segmento 590,Cloruro de polivinilo,1546840905,0.75,4.641132344,38.02628403,
591,segmento 591,Alta densidad plomo,106029452,125.0,8.117884263,27.19112353,
592,segmento 592,Plomo,1201737432,6.0,3.014778953,52.71721046,
593,segmento 593,Hierro ductil,526710999,0.5,4.942977913,46.89711544,
594,segmento 594,Hierro ductil,501165018,1.0,6.540690833,50.54129391,
595,segmento 595,Hierro ductil,158725862,8.0,5.59733752,54.54253249,
596,segmento 596,Cobre,685584752,0.25,9.603466784,57.73992243,
597,segmento 597,Plomo,981933482,6.0,3.369248972,49.03407845,
598,segmento 598,Hierro ductil,1321068634,1.25,7.101643044,67.43216448,
599,segmento 599,Cobre,1509818374,1.25,5.265538739,74.76203797,
600,segmento 600,Cloruro de polivinilo,241539585,0.25,7.272152677,12.93539945,
601,segmento 601,Polietileno,494048739,0.25,3.079390922,19.05705292,
602,segmento 602,Plomo,1001583736,3.0,6.935150632,49.247277,
603,segmento 603,Hierro Galvanizado/Polietileno de alta densidad,1535468758,2.5,1.7463443,64.00031715,
604,segmento 604,Alta densidad plomo,332857933,1.25,7.414000312,38.15046095,
605,segmento 605,Hierro fundido,660559816,10.0,3.606620775,74.43669459,
606,segmento 606,Hierro Galvanizado/Polietileno de alta densidad,1220457095,0.75,8.470992701,58.7512773,
607,segmento 607,Hierro Galvanizado/Polietileno de alta densidad,1010252954,3.0,3.475051853,57.34018617,
608,segmento 608,Polietileno,862325562,6.0,4.337471519,42.0987564,
609,segmento 609,Hierro ductil,838309696,2.0,2.664882244,56.57487394,
610,segmento 610,Polietileno,1137015408,1.5,3.975044221,39.28294964,
